,unitID,school,grouping_var,term,url,present_absent,context
0,240727,University of Wyoming,st_change_tuition_(>), increase tuition ,https://www.collegefactual.com/colleges/university-of-wyoming/paying-for-college/tuition-and-fees/ failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(>), increase tuition ,https://admissions.uni.edu/costs failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(>), raise tuition ,https://www.uwyo.edu/uw/news/2019/07/uw-trustees-approve-new-financial-aid-for-wyoming-students.html failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(>), raise tuition ,https://oilcity.news/community/2019/07/22/with-tuition-hikes-uw-to-provide-new-financial-aid/ failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(<=), reduce tuition ,http://www.uwyo.edu/sfa/cost-of-attendance/ failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(<=), reduce tuition ,https://admissions.uni.edu/costs failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(<=), freeze tuition ,https://admissions.uni.edu/costs failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(<=), freeze tuition ,https://tuition.uni.edu/ failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(<=), differ tuition ,https://admissions.uni.edu/costs failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(<=), differ tuition ,https://tuition.uni.edu/ failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(<=), decrease tuition ,https://www.uwyo.edu/uw/news/2019/07/uw-trustees-approve-new-financial-aid-for-wyoming-students.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Wyoming_Guide+%28Wyoming_Guide%29 failed,NaN,NaN
0,240727,University of Wyoming,st_change_tuition_(<=), decrease tuition ,https://trib.com/news/state-and-regional/university-of-wyoming-expects-20-enrollment-drop/article_82dd1e94-9185-564f-adc7-0c159644c31b.html failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_hiring, deferred hiring ,https://retirement.state.wy.us/en/DC failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_hiring, deferred hiring ,http://www.uwyo.edu/admissions/enrollment/defer.html failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_hiring, deferred hiring of vacant positions ,https://post.edu/associate-experience/career-opportunities/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_hiring, deferred hiring of vacant positions ,"https://www.indeed.com/q-Post-University-l-Waterbury,-CT-jobs.html failed",NaN,NaN
0,240727,University of Wyoming,st_salary_promotion_freeze, freeze salary increases ,https://www.cachevalleydaily.com/news/archive/2020/03/25/compensation-increases-in-store-for-university-employees/ failed,NaN,NaN
0,240727,University of Wyoming,st_salary_promotion_freeze, freeze salary increases ,https://hr.osu.edu/services/compensation/amcp/ failed,NaN,NaN
0,240727,University of Wyoming,st_salary_promotion_freeze, no salary changes ,https://www.uwyo.edu/shser/corona-virus.html failed,NaN,NaN
0,240727,University of Wyoming,st_salary_promotion_freeze, no salary changes ,http://www.uwyo.edu/reslife-dining/housing/residence_halls/admitted-students.html failed,NaN,NaN
0,240727,University of Wyoming,st_salary_promotion_freeze, no merit increases ,https://www.usmd.edu/usm/adminfinance/hr/cola failed,NaN,NaN
0,240727,University of Wyoming,st_salary_promotion_freeze, no merit increases ,http://provost.umich.edu/faculty/handbook/14/14.E.html failed,NaN,NaN
0,240727,University of Wyoming,st_salary_promotion_freeze, pay freeze ,https://www.indeed.com/cmp/University-of-Wyoming/salaries failed,NaN,NaN
0,240727,University of Wyoming,st_salary_promotion_freeze, pay freeze ,https://www.uwyo.edu/hr/classification-compensation/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_staff_and_faculty_support, pay cuts ,http://www.uwyo.edu/uw/news/uw-in-the-news/2020/04/uw-in-the-news.html failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_staff_and_faculty_support, pay cuts ,https://www.emich.edu/budget-impact/other-universities-budget-cut-announcements/index.php,1,"g coronavirus  5/4:  ohio university cuts 140 positions  5/2: university of missouri making layoffs, pay cuts due to budget shortfall  5/1:  ou lays off 140 union employees; more cuts to come  5/1: po"
0,240727,University of Wyoming,st_reduce_staff_and_faculty_support, pay cuts ,https://www.emich.edu/budget-impact/other-universities-budget-cut-announcements/index.php,1,"most of miami's contingent teachers told contracts won't be renewed, group says  4/17: furloughs and pay cuts set for staff, faculty at university of arizona  4/16: valparaiso university furloughs 200"
0,240727,University of Wyoming,st_reduce_staff_and_faculty_support, salary reductions ,https://www.insidehighered.com/news/2016/09/09/university-wyoming-faces-more-budget-crunch failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_staff_and_faculty_support, reduce benefits ,https://www.ibo.org/benefits/benefits-for-universities/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_staff_and_faculty_support, reduce benefits ,https://www.oecd.org/newsroom/benefits-of-university-education-remain-high-but-vary-widely-across-fields-of-study.htm failed,NaN,NaN
0,240727,University of Wyoming,st_voluntary_incentivized_staff_faculty_reduction, offer retirement incentives ,https://www.una.edu/humanresources/special-voluntary-retirement-incentive.html failed,NaN,NaN
0,240727,University of Wyoming,st_voluntary_incentivized_staff_faculty_reduction, offer retirement incentives ,https://hr.cornell.edu/covid-19-workplace-guidance/2020-voluntary-retirement-incentive failed,NaN,NaN
0,240727,University of Wyoming,st_voluntary_incentivized_staff_faculty_reduction, voluntary pay cuts ,https://www.cleveland.com/education/2020/06/university-of-akrons-plan-to-cut-costs-includes-substantial-job-cuts-president-says.html failed,NaN,NaN
0,240727,University of Wyoming,st_voluntary_incentivized_staff_faculty_reduction, voluntary pay cuts ,https://www.insidehighered.com/news/2020/07/16/budget-bloodbath-university-akron failed,NaN,NaN
0,240727,University of Wyoming,st_voluntary_incentivized_staff_faculty_reduction, voluntary furlough ,https://trib.com/news/state-and-regional/health/state-furloughs-will-impact-lab-staff-processing-coronavirus-samples-employee-says/article_3d964e22-8a03-5825-9559-090441e005d9.html failed,NaN,NaN
0,240727,University of Wyoming,st_voluntary_incentivized_staff_faculty_reduction, voluntary furlough ,https://www.uidaho.edu/human-resources/employees/mandatory-furlough,1,"program begins with the start of the fy21 fiscal year, june 28, 2020.         11. i’ve already taken voluntary furlough this year.  can i apply this to my furlough obligation?         no. the voluntar"
0,240727,University of Wyoming,st_voluntary_incentivized_staff_faculty_reduction, voluntary furlough ,https://www.uidaho.edu/human-resources/employees/mandatory-furlough,1,"ady taken voluntary furlough this year.  can i apply this to my furlough obligation?         no. the voluntary furlough program was designated for fy20. the mandatory furlough program impacts fy21, be"
0,240727,University of Wyoming,st_voluntary_incentivized_staff_faculty_reduction, buyouts ,https://trib.com/sports/college/wyoming/football/clemson-will-pay-wyoming-1-1-million-to-buy-out-of-2021-game/article_c1eedc7c-a3bd-591d-be92-d76b7451bba9.html failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, forced furlough ,https://www.uidaho.edu/human-resources/employees/mandatory-furlough failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, forced furlough ,https://www.azcentral.com/story/news/local/arizona-education/2020/07/01/university-arizona-furlough-plans-delayed-aug-10/5360218002/ failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, staff furlough ,https://www.uidaho.edu/human-resources/employees/mandatory-furlough failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, staff furlough ,https://www.azcentral.com/story/news/local/arizona-education/2020/07/01/university-arizona-furlough-plans-delayed-aug-10/5360218002/ failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, faculty furlough ,https://www.uidaho.edu/human-resources/employees/mandatory-furlough failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, faculty furlough ,https://www.azcentral.com/story/news/local/arizona-education/2020/07/01/university-arizona-furlough-plans-delayed-aug-10/5360218002/ failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, involuntary furlough ,https://www.uidaho.edu/human-resources/employees/mandatory-furlough failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, involuntary furlough ,https://www.azcentral.com/story/news/local/arizona-education/2020/07/01/university-arizona-furlough-plans-delayed-aug-10/5360218002/ failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, furlough ,https://www.gillettenewsrecord.com/news/wyoming/article_7686640a-0f6f-5c58-bd0e-c809ace5662b.html failed,NaN,NaN
0,240727,University of Wyoming,st_furlough_staff_faculty, furlough ,https://www.wyomingnews.com/coronavirus/state-employees-to-see-furloughs-reductions-in-force-due-to-budget-shortfalls/article_77342391-f238-56a3-91e9-c133f7606fb9.html failed,NaN,NaN
0,240727,University of Wyoming,st_deferred_infrastructure_improvement, deferred maintenance ,https://retirement.state.wy.us/en/DC failed,NaN,NaN
0,240727,University of Wyoming,st_deferred_infrastructure_improvement, deferred maintenance ,https://www.tiaa.org/public/tcm/wyoming/investment-options/plan3 failed,NaN,NaN
0,240727,University of Wyoming,st_deferred_infrastructure_improvement, deferred capital projects ,https://www.clemson.edu/facilities/capital/ failed,NaN,NaN
0,240727,University of Wyoming,st_deferred_infrastructure_improvement, deferred capital projects ,https://cufacilities.sites.clemson.edu/capital/projects failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_operational_spending, reduce travel spending ,https://www.umsystem.edu/oei/sharedservices/apss/travel_and_expense failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_operational_spending, reduce travel spending ,http://www.uwyo.edu/sfa/cost-of-attendance/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_operational_spending, reduce unnecessary spending ,https://hechingerreport.org/increasingly-skeptical-students-employees-want-colleges-to-show-them-the-money/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_operational_spending, reduce unnecessary spending ,https://www.epa.gov/sustainable-management-food/wasted-food-programs-and-resources-across-united-states failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_operational_spending, streamline budget ,https://www.tampabay.com/news/education/2020/08/31/coronavirus-forces-usf-state-universities-to-cut-budgets/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduce_operational_spending, streamline budget ,https://www.american.edu/finance/budget/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, stop scholarships ,http://www.uwyo.edu/stop/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, stop scholarships ,https://www.youtube.com/watch?v=HiMV08lnvUg&list=PLbfm_kskCrZC_IUliG4wmocZLM-g6IWhG&index=16&t=0s failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, cut scholarships ,http://www.uwyo.edu/sfa/cost-of-attendance/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, cut scholarships ,https://www.si.com/college/wyoming/around-the-mwc/athletic-departments-cut-sports-but-wyoming-athletics-makes-adjustments-to-avoid-eliminating-teams failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, scale back financial aid ,https://studentaid.gov/understand-aid/types failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, scale back financial aid ,https://catalog.uni.edu/generalinformation/feesandfinancialaid/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, cut financial aid ,https://studentaid.gov/understand-aid/types failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, cut financial aid ,http://www.uwyo.edu/sfa/cost-of-attendance/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, no longer offer scholarships ,http://www.uwyo.edu/ failed,NaN,NaN
0,240727,University of Wyoming,st_reduction_of_financial_aid, no longer offer scholarships ,https://www.sofi.com/wyoming-student-loan-and-scholarships/ failed,NaN,NaN
0,240727,University of Wyoming,lt_reduction_or_elimination_of_student_support_programs, sell buildings ,https://www.bdcnetwork.com/building-types/university-buildings failed,NaN,NaN
0,240727,University of Wyoming,lt_reduction_or_elimination_of_student_support_programs, sell buildings ,https://www.kent.edu/policyreg/university-policy-regarding-establishment-or-revision-academic-administrative-structures failed,NaN,NaN
0,240727,University of Wyoming,lt_reduction_or_elimination_of_student_support_programs, sell land ,https://landinstitute.org/ failed,NaN,NaN
0,240727,University of Wyoming,lt_reduction_or_elimination_of_student_support_programs, sell land ,https://en.wikipedia.org/wiki/Land-grant_university failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(>), increase tuition ,https://bluefieldstate.edu/tuition/scholarships failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(>), increase tuition ,https://www.bdtonline.com/news/bluefield-state-college-announces-free-tuition-program-for-qualified-students/article_e4c18cbe-91dc-11e9-9d23-dbc3ff8e9c44.html failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(>), raise tuition ,https://bluefieldstate.edu/tuition/scholarships failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(>), raise tuition ,https://www.bdtonline.com/news/bluefield-state-college-announces-free-tuition-program-for-qualified-students/article_e4c18cbe-91dc-11e9-9d23-dbc3ff8e9c44.html failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(<=), reduce tuition ,https://bluefieldstate.edu/tuition/scholarships failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(<=), reduce tuition ,https://www.bdtonline.com/news/bluefield-state-college-announces-free-tuition-program-for-qualified-students/article_e4c18cbe-91dc-11e9-9d23-dbc3ff8e9c44.html failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(<=), freeze tuition ,https://bluefieldstate.edu/tuition/scholarships failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(<=), freeze tuition ,https://www.bdtonline.com/news/bluefield-state-college-announces-free-tuition-program-for-qualified-students/article_e4c18cbe-91dc-11e9-9d23-dbc3ff8e9c44.html failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(<=), differ tuition ,https://bluefieldstate.edu/tuition/scholarships failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(<=), differ tuition ,https://www.bdtonline.com/news/bluefield-state-college-announces-free-tuition-program-for-qualified-students/article_e4c18cbe-91dc-11e9-9d23-dbc3ff8e9c44.html failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(<=), decrease tuition ,https://bluefieldstate.edu/tuition/scholarships failed,NaN,NaN
0,237215,Bluefield State College,st_change_tuition_(<=), decrease tuition ,https://www.bdtonline.com/news/bluefield-state-college-announces-free-tuition-program-for-qualified-students/article_e4c18cbe-91dc-11e9-9d23-dbc3ff8e9c44.html failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_hiring, deferred hiring ,https://bluefieldstate.edu/resources/human-resources failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_hiring, deferred hiring ,https://www.higheredjobs.com/institution/search.cfm?University=Bluefield%20State%20College failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_hiring, deferred hiring of vacant positions ,https://bluefieldstate.edu/resources/human-resources failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_hiring, deferred hiring of vacant positions ,https://www.higheredjobs.com/institution/search.cfm?University=Bluefield%20State%20College failed,NaN,NaN
0,237215,Bluefield State College,st_salary_promotion_freeze, freeze salary increases ,https://www.sacbee.com/news/politics-government/the-state-worker/article236422798.html failed,NaN,NaN
0,237215,Bluefield State College,st_salary_promotion_freeze, no salary changes ,https://bluefieldstate.edu/tuition/tuition-and-fees failed,NaN,NaN
0,237215,Bluefield State College,st_salary_promotion_freeze, no salary changes ,https://www.npr.org/sections/codeswitch/2013/10/18/236345546/the-whitest-historically-black-college-in-america failed,NaN,NaN
0,237215,Bluefield State College,st_salary_promotion_freeze, pay freeze ,https://www.realcleareducation.com/articles/2020/05/15/colleges_that_receive_bailout_money_should_be_forced_to_cut_administrative_bloat_110420.html failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_staff_and_faculty_support, pay cuts ,https://www.realcleareducation.com/articles/2020/05/15/colleges_that_receive_bailout_money_should_be_forced_to_cut_administrative_bloat_110420.html failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_staff_and_faculty_support, salary reductions ,https://www.wvgazettemail.com/news/education/bluefield-state-college-board-picks-capehart-for-president/article_fafccb51-74dc-5f05-8013-10641af67b53.html failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_staff_and_faculty_support, salary reductions ,https://www.realcleareducation.com/articles/2020/05/15/colleges_that_receive_bailout_money_should_be_forced_to_cut_administrative_bloat_110420.html failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_staff_and_faculty_support, reduce benefits ,http://www.thehundred-seven.org/waive_out-of-state_fees.html failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_staff_and_faculty_support, reduce benefits ,https://www.edvisors.com/plan-for-college/money-saving-tips/tuition-cuts/ failed,NaN,NaN
